ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
7684,Brasov,Timisoara,413,1098,Fog,867.6041024409301,217,31,441
7685,Sibiu,Bacau,319,494,Fog,107.06255332035019,651,39,316
7686,Bucuresti,Roman,355,340,Snow,792.3997080240508,943,33,359
7687,Satu Mare,Bucuresti,614,800,Rain,850.2319198209788,738,12,607
7688,Arad,Cluj-Napoca,351,575,Rain,328.42090428509243,536,25,351
7689,Deva,Galati,532,998,Snow,130.0983918516181,166,2,535
7690,Barlad,Buzau,170,1333,Rain,677.4996468944606,660,36,196
7691,Tulcea,Barlad,189,721,Snow,448.44004473799095,67,37,215
7692,Arad,Slatina,426,423,Rain,475.14483069673395,340,28,424
7693,Suceava,Sibiu,384,299,Snow,328.7718843332813,783,28,377
7694,Sibiu,Slatina,187,1109,Fog,301.1411786076629,909,7,218
7695,Focsani,Braila,90,1326,Snow,313.4771297697416,721,9,131
7696,Botosani,Timisoara,646,678,Snow,391.61324206376594,536,13,630
7697,Brasov,Roman,233,1137,Rain,963.6042538960453,328,18,278
7698,Hunedoara,Ploiesti,378,584,Clear,835.3563901689582,118,20,397
7699,Targoviste,Galati,253,896,Clear,40.83727097071033,180,27,259
7700,Satu Mare,Baia Mare,59,1134,Fog,587.326021239673,666,20,110
7701,Constanta,Timisoara,779,1218,Rain,867.2202928987572,569,28,755
7702,Craiova,Vaslui,578,799,Fog,190.32093524783912,126,15,575
7703,Bucuresti,Cluj-Napoca,442,480,Rain,862.4563285172082,378,18,453
7704,Targu Mures,Baia Mare,195,384,Snow,688.2578341805478,726,19,223
7705,Barlad,Vaslui,53,745,Snow,830.9765442781601,603,28,97
7706,Ramnicu Valcea,Hunedoara,229,1214,Fog,436.61316547821593,730,18,260
7707,Craiova,Sibiu,229,123,Clear,133.1017363636753,437,1,240
7708,Craiova,Hunedoara,239,1077,Fog,84.14848337301007,841,23,251
7709,Iasi,Hunedoara,517,1235,Snow,382.5229373252741,41,18,525
7710,Deva,Timisoara,152,1364,Snow,812.7424131744642,7,18,210
7711,Sibiu,Buzau,332,1383,Fog,579.7197613788053,927,12,356
7712,Brasov,Barlad,239,465,Fog,913.8487195916665,524,38,267
7713,Ploiesti,Pitesti,128,205,Rain,673.6034898721516,467,34,157
7714,Bacau,Hunedoara,456,299,Snow,905.9489205264084,887,21,460
7715,Suceava,Drobeta-Turnu Severin,801,1188,Clear,965.9411778777621,55,18,789
7716,Hunedoara,Bucuresti,396,58,Rain,356.36008124628273,199,24,396
7717,Sibiu,Slatina,187,1077,Clear,640.8841145583427,794,25,207
7718,Oradea,Slatina,507,1162,Clear,15.939069942858985,25,32,490
7719,Hunedoara,Drobeta-Turnu Severin,210,966,Fog,286.1209335330355,427,38,230
7720,Craiova,Bucuresti,234,813,Fog,921.8853742574711,893,15,275
7721,Sibiu,Targu Mures,123,877,Rain,109.71086034266774,760,38,133
7722,Targoviste,Roman,368,972,Rain,571.8930323927495,192,7,392
7723,Bucuresti,Oradea,589,242,Clear,898.6428618148173,833,9,578
7724,Targu Mures,Bucuresti,357,397,Rain,581.7671099224156,284,21,372
7725,Braila,Ploiesti,194,795,Clear,236.1296036175986,898,8,207
7726,Bucuresti,Braila,220,727,Clear,506.11671868090167,191,33,239
7727,Suceava,Roman,105,974,Rain,558.8981061258935,98,27,146
7728,Targu Mures,Braila,407,1058,Clear,902.1888881323785,788,36,407
7729,Tulcea,Iasi,307,47,Snow,484.4987757359621,286,23,323
7730,Barlad,Constanta,309,333,Fog,62.19852594983644,296,28,317
7731,Iasi,Satu Mare,470,999,Snow,173.48340110480243,714,31,452
7732,Targoviste,Brasov,107,614,Snow,630.3020856502463,766,37,137
7733,Bacau,Deva,457,746,Fog,883.7176473491635,932,11,473
7734,Alba Iulia,Bacau,382,704,Rain,26.684308066319495,777,3,374
7735,Arad,Drobeta-Turnu Severin,262,143,Fog,597.079844569657,168,19,295
7736,Slatina,Suceava,638,618,Snow,49.80030980757066,869,13,608
7737,Iasi,Craiova,642,723,Clear,834.5050602186933,61,33,628
7738,Suceava,Sibiu,384,858,Snow,543.1654250225237,36,10,410
7739,Targu Mures,Baia Mare,195,464,Clear,199.75806898058147,215,20,210
7740,Ploiesti,Craiova,245,427,Clear,100.06519327137053,456,2,257
7741,Targoviste,Oradea,540,623,Rain,117.66446821025211,4,25,527
7742,Braila,Sibiu,434,470,Rain,956.6744645563112,403,14,450
7743,Alba Iulia,Arad,253,520,Snow,260.56118098172556,423,9,274
7744,Drobeta-Turnu Severin,Timisoara,229,293,Snow,118.87815497305154,337,20,243
7745,Bucuresti,Drobeta-Turnu Severin,343,7,Clear,284.5072415300598,432,16,343
7746,Cluj-Napoca,Buzau,470,865,Clear,380.0704552202769,975,19,452
7747,Focsani,Craiova,438,248,Clear,848.1965146095399,281,2,455
7748,Sibiu,Focsani,318,489,Fog,793.1504269216097,656,15,350
7749,Barlad,Hunedoara,508,1156,Clear,103.76062468349912,31,28,493
7750,Targu Mures,Oradea,255,1392,Clear,539.0856568196774,95,35,276
7751,Botosani,Ploiesti,441,1227,Snow,123.77026078693432,117,28,441
7752,Oradea,Deva,192,986,Fog,220.83258590814302,578,19,221
7753,Galati,Hunedoara,532,1353,Snow,100.30506131920802,31,39,519
7754,Slatina,Ramnicu Valcea,88,442,Rain,335.31569523397917,87,17,125
7755,Ramnicu Valcea,Alba Iulia,180,570,Clear,897.7957279453226,479,28,207
7756,Hunedoara,Suceava,463,253,Fog,951.2141235894056,860,2,484
7757,Focsani,Baia Mare,495,996,Rain,392.2566660363548,465,35,481
7758,Vaslui,Sibiu,435,373,Clear,42.39402115459079,356,17,420
7759,Roman,Oradea,488,598,Snow,946.4523107336537,212,25,506
7760,Slatina,Ploiesti,189,970,Clear,782.2622465488714,549,21,219
7761,Roman,Arad,613,1339,Clear,681.599230821316,132,10,613
7762,Slatina,Bucuresti,180,885,Snow,719.1786091339451,65,3,239
7763,Ramnicu Valcea,Cluj-Napoca,277,1255,Fog,287.39392446457714,341,21,306
7764,Botosani,Alba Iulia,432,177,Snow,692.8657520944821,683,4,444
7765,Bucuresti,Buzau,119,495,Clear,358.8150881218266,824,8,139
7766,Sibiu,Arad,301,193,Snow,197.27076224471185,397,29,304
7767,Ramnicu Valcea,Resita,298,1104,Snow,692.9889599738354,656,6,333
7768,Constanta,Satu Mare,843,1020,Fog,737.4319464747934,755,22,813
7769,Bucuresti,Roman,355,56,Snow,156.51279079925672,167,4,366
7770,Resita,Timisoara,98,538,Fog,502.36008660552466,797,7,144
7771,Baia Mare,Arad,318,1206,Clear,623.9279901748689,387,6,344
7772,Alba Iulia,Bucuresti,347,1211,Snow,311.2103061593714,17,8,373
7773,Vaslui,Barlad,53,1112,Rain,417.79223942757847,147,6,105
7774,Tulcea,Pitesti,432,5,Fog,281.6144799499253,771,9,436
7775,Satu Mare,Timisoara,309,1381,Clear,692.2248478506557,122,37,327
7776,Focsani,Buzau,86,801,Clear,688.280277700489,614,14,125
7777,Tulcea,Alba Iulia,655,365,Fog,297.36540815880596,306,23,636
7778,Alba Iulia,Baia Mare,238,251,Clear,419.921859244658,7,36,248
7779,Targu Mures,Tulcea,510,1148,Snow,678.8648788488373,95,26,521
7780,Galati,Craiova,490,548,Fog,548.9422641920394,515,2,506
7781,Drobeta-Turnu Severin,Timisoara,229,1278,Clear,229.39450504468573,968,27,226
7782,Slatina,Baia Mare,500,658,Clear,893.531307295268,481,6,508
7783,Alba Iulia,Galati,483,702,Clear,968.1187304452602,708,23,481
7784,Hunedoara,Suceava,463,1313,Clear,917.7966171071004,965,36,458
7785,Baia Mare,Buzau,562,693,Snow,917.256019902354,38,7,581
7786,Resita,Braila,723,12,Clear,645.3683356380566,905,36,674
7787,Roman,Tulcea,300,1176,Fog,97.69702378931078,642,34,306
7788,Botosani,Deva,506,29,Clear,335.23686213538497,306,21,488
7789,Timisoara,Constanta,779,806,Rain,106.5054282031177,623,26,727
7790,Hunedoara,Buzau,460,1122,Clear,706.7371311852809,650,6,469
7791,Timisoara,Constanta,779,907,Clear,822.0613153665205,307,19,757
7792,Constanta,Targu Mures,571,280,Fog,961.3102703339539,998,32,565
7793,Tulcea,Baia Mare,686,126,Snow,172.67250073025176,332,35,650
7794,Targu Mures,Bucuresti,357,542,Fog,699.0114165131005,341,23,384
7795,Pitesti,Drobeta-Turnu Severin,234,377,Clear,604.1364504207118,666,27,244
7796,Satu Mare,Drobeta-Turnu Severin,515,744,Rain,462.4725763107979,746,24,502
7797,Timisoara,Ploiesti,519,853,Fog,85.21401630761594,787,32,500
7798,Tulcea,Suceava,404,631,Rain,817.8299211298076,776,1,420
7799,Barlad,Galati,102,63,Clear,700.7536092048625,621,28,124
7800,Pitesti,Bacau,429,156,Snow,602.9154557728725,883,3,434
7801,Braila,Craiova,470,983,Clear,244.09024235372522,96,7,470
7802,Botosani,Suceava,42,497,Fog,839.992520592002,821,28,93
7803,Pitesti,Sibiu,155,876,Snow,718.9595220826841,939,17,188
7804,Barlad,Vaslui,53,1060,Clear,528.3828501739133,867,6,92
7805,Iasi,Alba Iulia,443,360,Rain,384.23777883107726,879,36,420
7806,Targu Mures,Ramnicu Valcea,220,1374,Clear,409.59855571481654,580,24,239
7807,Targu Mures,Iasi,316,679,Fog,555.569346185481,68,23,348
7808,Drobeta-Turnu Severin,Cluj-Napoca,374,568,Rain,676.830129832675,792,9,385
7809,Bucuresti,Pitesti,118,1268,Snow,263.39547338730165,121,7,165
7810,Targu Mures,Satu Mare,281,788,Snow,748.7828175366541,340,27,308
7811,Arad,Pitesti,456,643,Fog,230.07908080886585,495,15,457
7812,Drobeta-Turnu Severin,Bucuresti,343,1052,Rain,579.5561200751745,10,7,374
7813,Pitesti,Deva,283,701,Snow,394.69485161613085,405,28,299
7814,Sibiu,Buzau,332,609,Fog,856.226122979452,981,4,362
7815,Sibiu,Drobeta-Turnu Severin,319,1013,Rain,142.65944267395858,706,30,317
7816,Bucuresti,Roman,355,171,Fog,221.46825882294308,143,24,370
7817,Tulcea,Targoviste,406,154,Clear,620.355024995797,146,16,413
7818,Hunedoara,Roman,439,836,Fog,25.802525797810727,856,12,434
7819,Targoviste,Ramnicu Valcea,131,878,Fog,269.9928306606286,622,17,163
7820,Bacau,Ramnicu Valcea,487,1024,Fog,531.8458406438463,446,21,496
7821,Baia Mare,Deva,313,1138,Rain,806.2017718170304,856,23,329
7822,Ploiesti,Buzau,91,399,Snow,102.14246562982233,511,22,112
7823,Constanta,Iasi,416,74,Fog,637.9148870548191,628,23,422
7824,Galati,Satu Mare,675,1310,Rain,603.7937614853482,533,33,653
7825,Slatina,Braila,398,689,Snow,458.44206139771484,234,38,405
7826,Sibiu,Ramnicu Valcea,100,765,Clear,778.2453899390068,269,24,142
7827,Targu Mures,Slatina,307,908,Snow,442.9606576729167,951,18,320
7828,Braila,Drobeta-Turnu Severin,561,1081,Snow,804.3589154095971,727,32,558
7829,Sibiu,Craiova,229,162,Snow,357.13424594796294,636,36,235
7830,Resita,Drobeta-Turnu Severin,159,817,Clear,826.5666695546867,635,14,196
7831,Buzau,Hunedoara,460,519,Clear,19.096009124502935,873,20,432
7832,Oradea,Bucuresti,589,1317,Rain,179.56913556309595,415,19,572
7833,Targoviste,Ploiesti,47,749,Rain,448.23189561773836,875,40,69
7834,Targoviste,Ramnicu Valcea,131,541,Rain,148.7288914849565,530,6,157
7835,Vaslui,Sibiu,435,994,Rain,737.1801976032893,579,26,440
7836,Botosani,Ploiesti,441,1209,Clear,560.7143914130212,106,30,443
7837,Roman,Craiova,589,250,Clear,646.1071337522096,407,3,583
7838,Brasov,Targoviste,107,725,Clear,53.19042326932066,100,32,123
7839,Targoviste,Galati,253,85,Fog,686.8888619352533,198,1,298
7840,Timisoara,Ramnicu Valcea,369,1327,Rain,185.19348394193625,806,20,369
7841,Focsani,Slatina,383,1387,Clear,67.50053120060073,782,9,375
7842,Brasov,Barlad,239,1158,Clear,655.8373327505266,586,11,264
7843,Slatina,Braila,398,65,Rain,190.08857984232708,250,28,392
7844,Sibiu,Brasov,144,1034,Clear,483.54577141594837,506,39,163
7845,Bacau,Ramnicu Valcea,487,752,Clear,963.9075632325798,415,27,496
7846,Brasov,Craiova,265,1093,Snow,332.6789182952313,857,24,278
7847,Arad,Iasi,692,300,Fog,62.09921670644747,248,1,682
7848,Baia Mare,Bucuresti,581,911,Clear,871.2871542007485,884,40,560
7849,Focsani,Oradea,563,604,Snow,808.1295287535484,635,21,561
7850,Deva,Botosani,506,707,Fog,995.5092334929819,210,39,521
7851,Braila,Iasi,241,438,Snow,564.9715680568642,863,18,263
7852,Cluj-Napoca,Galati,510,936,Rain,243.36396673533756,561,29,492
7853,Hunedoara,Focsani,447,408,Clear,63.35087727990862,416,28,426
7854,Brasov,Cluj-Napoca,272,419,Snow,423.342637290302,749,6,290
7855,Deva,Craiova,255,465,Clear,793.505519518166,593,26,274
7856,Drobeta-Turnu Severin,Bucuresti,343,1059,Rain,11.641776162107265,960,23,328
7857,Satu Mare,Deva,347,353,Snow,509.91910124989505,664,19,356
7858,Bacau,Vaslui,83,498,Clear,272.58507613415105,229,8,118
7859,Satu Mare,Tulcea,927,10,Snow,733.5336972004806,884,14,882
7860,Hunedoara,Suceava,463,1281,Snow,592.9637597011262,424,33,470
7861,Botosani,Arad,679,501,Clear,850.8971812568706,117,28,666
7862,Roman,Focsani,151,396,Snow,943.6322353128559,497,19,198
7863,Alba Iulia,Bucuresti,347,100,Snow,37.57239918741728,554,24,341
7864,Arad,Cluj-Napoca,351,629,Clear,764.9710546997251,238,29,362
7865,Buzau,Iasi,291,1117,Snow,276.1750053204269,515,32,302
7866,Deva,Galati,532,1155,Rain,711.7398191889287,403,20,538
7867,Iasi,Baia Mare,411,45,Snow,351.8344481912482,490,36,405
7868,Hunedoara,Iasi,517,1057,Fog,599.3196483325767,553,2,533
7869,Targu Mures,Galati,404,982,Rain,699.9793254311547,650,5,420
7870,Cluj-Napoca,Baia Mare,142,485,Snow,644.1433113714394,575,14,183
7871,Oradea,Iasi,567,201,Clear,22.319916774279026,190,2,549
7872,Hunedoara,Oradea,208,1138,Clear,375.115673066852,355,9,234
7873,Slatina,Resita,322,125,Rain,889.8357605453887,572,5,349
7874,Timisoara,Constanta,779,54,Fog,170.2891834363479,885,26,729
7875,Targoviste,Satu Mare,567,1271,Rain,270.9305470905451,543,22,550
7876,Sibiu,Deva,122,157,Fog,208.64564922298646,600,22,147
7877,Botosani,Resita,653,773,Clear,652.9606848133515,32,13,645
7878,Timisoara,Ramnicu Valcea,369,1017,Clear,840.2738297428133,428,7,394
7879,Cluj-Napoca,Craiova,404,241,Fog,918.6062882508814,20,5,444
7880,Bucuresti,Oradea,589,135,Fog,259.0018465121237,680,15,573
7881,Alba Iulia,Suceava,389,357,Snow,528.8734450199281,561,6,404
7882,Galati,Oradea,650,221,Snow,345.3847471201591,654,26,622
7883,Sibiu,Focsani,318,1068,Rain,371.5193101837065,301,10,337
7884,Ramnicu Valcea,Vaslui,521,427,Fog,206.73210614465276,34,40,514
7885,Focsani,Satu Mare,591,227,Snow,2.1739118597927654,870,29,549
7886,Craiova,Deva,255,1033,Clear,593.2251708042481,818,20,265
7887,Cluj-Napoca,Galati,510,312,Snow,812.5267614624267,542,5,522
7888,Cluj-Napoca,Bucuresti,442,776,Fog,306.19424686685505,857,31,433
7889,Focsani,Targoviste,218,341,Snow,315.8809300036426,602,32,229
7890,Cluj-Napoca,Drobeta-Turnu Severin,374,159,Fog,752.4202407480092,870,40,376
7891,Suceava,Constanta,539,960,Clear,36.19880911991036,19,11,530
7892,Bacau,Alba Iulia,382,659,Snow,725.5835780665807,115,17,410
7893,Buzau,Hunedoara,460,222,Fog,287.9116196758752,928,35,443
7894,Alba Iulia,Oradea,246,958,Snow,733.2478807792658,275,20,282
7895,Arad,Timisoara,60,750,Fog,391.0503984948116,417,17,106
7896,Suceava,Ploiesti,431,430,Snow,99.42043363101017,963,29,409
7897,Ramnicu Valcea,Drobeta-Turnu Severin,197,152,Fog,14.335835895226579,830,35,202
7898,Satu Mare,Buzau,637,1133,Fog,183.78240050473028,817,20,617
7899,Drobeta-Turnu Severin,Roman,697,628,Snow,817.7246972265418,932,4,684
7900,Tulcea,Targu Mures,510,585,Clear,201.273950592472,860,28,476
7901,Slatina,Timisoara,393,999,Snow,401.97048447282316,710,33,391
7902,Drobeta-Turnu Severin,Hunedoara,210,479,Snow,728.9390906468786,639,40,230
7903,Suceava,Cluj-Napoca,300,484,Fog,924.1061987419467,375,28,330
7904,Buzau,Pitesti,237,683,Clear,897.7079397506549,474,40,255
7905,Roman,Drobeta-Turnu Severin,697,441,Snow,660.4228940983561,517,28,675
7906,Targoviste,Tulcea,406,137,Clear,480.88630441541335,950,29,386
7907,Roman,Botosani,115,1227,Snow,793.3645161548013,224,29,165
7908,Constanta,Resita,731,1099,Fog,834.7711515270208,475,9,735
7909,Alba Iulia,Ramnicu Valcea,180,1335,Snow,744.9571605884065,561,16,224
7910,Timisoara,Baia Mare,372,344,Clear,425.767048415303,944,21,361
7911,Alba Iulia,Bucuresti,347,189,Clear,92.86844166415887,314,24,338
7912,Alba Iulia,Constanta,573,603,Rain,595.626280035051,226,19,568
7913,Vaslui,Iasi,66,439,Snow,225.69614343977628,760,30,90
7914,Resita,Slatina,322,510,Clear,492.0185020485167,470,14,327
7915,Botosani,Barlad,226,487,Rain,396.615368881741,715,37,233
7916,Craiova,Iasi,642,164,Fog,268.15750105834934,849,14,618
7917,Deva,Iasi,518,810,Clear,475.03074179329394,333,5,519
7918,Craiova,Timisoara,341,1100,Clear,498.7473114874157,26,12,360
7919,Targu Mures,Alba Iulia,132,1065,Clear,340.63252634724614,198,36,152
7920,Slatina,Vaslui,523,1001,Clear,347.74566204608146,174,10,520
7921,Targoviste,Drobeta-Turnu Severin,297,740,Snow,359.4150962970064,848,40,293
7922,Sibiu,Drobeta-Turnu Severin,319,1178,Fog,149.71881259260334,893,15,328
7923,Arad,Focsani,621,634,Fog,330.48658892203633,479,23,604
7924,Targoviste,Targu Mures,280,293,Clear,201.3846643042835,548,23,277
7925,Braila,Galati,20,436,Clear,808.630070038806,949,36,48
7926,Craiova,Baia Mare,542,986,Clear,256.59601749712976,64,15,529
7927,Buzau,Braila,103,1419,Clear,505.71230282060895,987,32,125
7928,Iasi,Resita,665,1146,Fog,149.65467442185843,744,6,649
7929,Vaslui,Deva,522,1317,Clear,599.9437629982796,803,15,516
7930,Drobeta-Turnu Severin,Bucuresti,343,1077,Snow,215.41477902476868,618,31,348
7931,Bucuresti,Baia Mare,581,1335,Rain,112.90889073761335,911,3,564
7932,Galati,Braila,20,713,Clear,759.6345684978397,123,22,73
7933,Targu Mures,Arad,380,5,Fog,625.7081637457115,495,27,394
7934,Galati,Tulcea,93,695,Clear,105.12859448761492,144,28,114
7935,Botosani,Braila,355,688,Snow,115.12316967201997,802,17,351
7936,Tulcea,Bucuresti,298,438,Clear,920.522998182794,270,16,323
7937,Buzau,Alba Iulia,411,30,Fog,554.2501126966723,583,28,413
7938,Galati,Cluj-Napoca,510,939,Clear,779.8769294444774,120,15,520
7939,Tulcea,Arad,882,1402,Fog,979.6147584850854,714,11,871
7940,Tulcea,Brasov,468,950,Snow,320.44602741530036,398,33,459
7941,Oradea,Brasov,416,331,Rain,825.7459376506058,103,33,429
7942,Hunedoara,Buzau,460,458,Snow,181.28522655194857,595,1,458
7943,Brasov,Baia Mare,364,371,Snow,123.22439275143205,974,20,354
7944,Baia Mare,Targoviste,533,457,Fog,604.0040832465178,944,17,529
7945,Targu Mures,Barlad,335,357,Fog,936.2654644527063,399,37,360
7946,Barlad,Suceava,216,1153,Clear,621.1108542165614,896,13,236
7947,Satu Mare,Brasov,441,261,Snow,410.6209999658963,890,17,436
7948,Vaslui,Satu Mare,513,185,Clear,509.83484048552396,540,22,493
7949,Deva,Bucuresti,396,87,Clear,468.9947754548268,443,20,396
7950,Pitesti,Oradea,474,1377,Clear,898.4530424893204,92,27,484
7951,Constanta,Barlad,309,826,Rain,741.6471300194,210,23,336
7952,Buzau,Baia Mare,562,1356,Fog,626.2211220065392,129,21,577
7953,Pitesti,Timisoara,423,469,Rain,481.8166768171638,967,24,414
7954,Deva,Ploiesti,379,271,Snow,235.91967032258643,642,11,383
7955,Arad,Vaslui,694,327,Clear,514.1542209489073,155,33,661
7956,Pitesti,Baia Mare,468,758,Rain,195.18509094611682,397,23,457
7957,Timisoara,Targu Mures,346,725,Clear,748.313285425194,664,3,365
7958,Deva,Iasi,518,82,Fog,205.78731594179712,679,5,515
7959,Drobeta-Turnu Severin,Bacau,653,823,Rain,271.21340026194406,858,40,611
7960,Deva,Vaslui,522,1214,Snow,335.74000600775787,891,32,504
7961,Targu Mures,Constanta,571,942,Snow,779.9342930484223,258,1,589
7962,Buzau,Targoviste,130,247,Fog,267.8067718021987,411,35,157
7963,Galati,Braila,20,1053,Snow,373.31227946955494,606,26,60
7964,Resita,Ramnicu Valcea,298,194,Rain,224.89600474561055,62,9,316
7965,Cluj-Napoca,Targu Mures,112,219,Clear,832.2561424563338,245,28,148
7966,Alba Iulia,Hunedoara,79,582,Fog,524.1515090433968,97,1,142
7967,Suceava,Slatina,638,164,Clear,39.84153515509037,631,23,591
7968,Braila,Iasi,241,766,Rain,335.4143016666673,69,6,269
7969,Oradea,Slatina,507,1398,Snow,192.82114400088014,682,6,505
7970,Galati,Roman,213,572,Clear,971.77053286408,788,2,249
7971,Brasov,Craiova,265,417,Snow,250.79485173750837,390,19,281
7972,Bucuresti,Sibiu,268,175,Snow,585.1154662665565,836,27,280
7973,Resita,Arad,159,103,Rain,278.2931603186436,279,8,185
7974,Bacau,Braila,197,354,Rain,899.8947687057971,778,20,225
7975,Suceava,Satu Mare,352,927,Snow,743.7679675331526,517,5,379
7976,Hunedoara,Oradea,208,693,Snow,967.396535788923,148,16,262
7977,Deva,Targu Mures,206,56,Fog,624.4401233389176,991,10,233
7978,Drobeta-Turnu Severin,Targu Mures,403,1395,Fog,519.9922598621688,142,15,433
7979,Baia Mare,Pitesti,468,429,Rain,217.50119163929716,810,18,452
7980,Drobeta-Turnu Severin,Vaslui,687,267,Clear,591.1829261816395,761,15,659
7981,Deva,Ramnicu Valcea,230,472,Clear,756.8760385293632,699,25,249
7982,Deva,Targu Mures,206,466,Snow,713.6717526318716,213,20,244
7983,Satu Mare,Timisoara,309,400,Clear,414.13708495180157,696,24,311
7984,Sibiu,Craiova,229,525,Snow,753.999537540406,538,35,254
7985,Roman,Bacau,42,712,Rain,614.7261825428567,906,19,79
7986,Braila,Deva,563,307,Snow,79.37487585294312,343,18,543
7987,Focsani,Slatina,383,929,Rain,246.0588903831614,219,2,396
7988,Satu Mare,Deva,347,1177,Clear,102.2499941718552,324,4,355
7989,Galati,Deva,532,117,Clear,789.9093257160607,305,11,534
7990,Focsani,Iasi,205,688,Clear,216.7889833014204,70,38,212
7991,Timisoara,Ploiesti,519,1114,Snow,226.44857192836298,423,5,518
7992,Baia Mare,Brasov,364,988,Snow,369.5672150773091,330,28,376
7993,Roman,Brasov,233,134,Rain,328.52823485472226,771,22,241
7994,Galati,Focsani,86,1356,Snow,729.8257913622932,855,7,139
7995,Targoviste,Cluj-Napoca,397,1438,Fog,50.773480637568255,319,1,416
7996,Tulcea,Craiova,548,521,Fog,539.1108127407763,781,20,541
7997,Iasi,Roman,87,158,Snow,694.6172140574048,238,13,143
7998,Arad,Timisoara,60,1299,Snow,375.69004634880474,22,10,121
7999,Botosani,Cluj-Napoca,343,310,Snow,507.6868601320842,394,5,364
8000,Iasi,Botosani,109,922,Clear,524.7696403655807,338,26,142
8001,Pitesti,Botosani,588,644,Fog,820.4425206340126,838,36,576
8002,Cluj-Napoca,Baia Mare,142,1032,Snow,680.571780898221,415,11,189
8003,Hunedoara,Barlad,508,75,Fog,652.8282126303325,68,37,515
8004,Focsani,Barlad,85,24,Rain,439.9140853585525,695,15,115
8005,Bucuresti,Vaslui,344,892,Fog,349.7233880988211,814,17,359
8006,Ploiesti,Botosani,441,822,Fog,864.8025628755614,881,7,461
